Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,LatDiff,LongDiff
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Vet Science Isolation Bldg.-South Farm,Vet Science Isolation Bldg.-South Farm,3427,3427,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Hay & Feed Storage Bldg.-South Farm,Hay & Feed Storage Bldg.-South Farm,3428,3428,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Autopsy Lab/L Quarters-South Farm,Autopsy Lab/L Quarters-South Farm,3429,3429,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Hort Equipt Storage-South Farm,Hort Equipt Storage-South Farm,3431,3431,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Managers House-South Farm,Managers House-South Farm,3434,3434,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Headhouse,Headhouse,3436,3436,Lexington,Lexington,82,82,KY,KY,40514,40514,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,Equipment Building #3,Equipment Building #3,3437,3437,Lexington,Lexington,85,85,KY,KY,40514,40514,,
2910 AGRONOMY RD,2910 AGRONOMY RD,'Miller''s Greenhouse','Miller''s Greenhouse',3501,3501,Lexington,Lexington,84,84,KY,KY,40514,40514,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Seed Shed,Seed Shed,3502,3502,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2965 AGRONOMY RD,2965 AGRONOMY RD,Agronomy Storage #2,Agronomy Storage #2,3503,3503,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2775 SPINDLETOP WAY,2775 SPINDLETOP WAY,Hoop Shed 3,Hoop Shed 3,3504,3504,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2971 MILDRED WAY,2971 Mildred Way,Vet Science Run-In Shed,Vet Science Run-In Shed,3506,3506,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2902 SPINDLETOP WAY,2902 SPINDLETOP WAY,wheat Greenhouse,wheat Greenhouse,3508,3508,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Barn C Run-In Shed - Spindletop,Barn C Run-In Shed - Spindletop,3510,3510,Lexington,Lexington,84,84,KY,KY,40511,40511,,
300 ALEXANDRIA DR,300 Alexandria Dr,Mycology Building (Alexandria @ Leestown Rd),Mycology Building (Alexandria @ Leestown Rd),3617,3617,Lexington,Lexington,76,76,KY,KY,40510,40510,,
310 SOUTH LIMESTONE ST,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435
1101 SOUTH LIMESTONE ST,1101 SOUTH LIMESTONE ST,1101 SOUTH LIMESTONE ST,1101 SOUTH LIMESTONE ST,9127,9127,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029889,-84.510468
217 ELM TREE LN,217 Elm Tree Ln,Polk Dalton Clinic,Polk Dalton Clinic,9847,9847,Lexington,Lexington,0,0,KY,KY,40505,40505,,
1100 SOUTH LIMESTONE ST,1100 block S. Limestone,Shriners 4th & 5th Floors,Shriners 4th & 5th Floors,9853,9853,Lexington,Lexington,1,1,KY,KY,40508,40508,38.029911,-84.510024
1020 EXPORT ST,1020 Export St,Anthropology Research Building,Anthropology Research Building,9854,9854,Lexington,Lexington,0,0,KY,KY,40504,40504,38.035985,-84.514376
3250 NEWTOWN PIKE,3250 NEWTOWN PIKE,Plant Holding Bldg-Spindletop,Plant Holding Bldg-Spindletop,0006T,0006T,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3250 NEWTOWN PIKE,3250 NEWTOWN PIKE,New GreenHouse-Spindletop,New GreenHouse-Spindletop,0007T,0007T,Lexington,Lexington,84,84,KY,KY,40511,40511,,
4321 EMMERT FARM LN,4321 EMMERT FARM LN,New Storage-South Farm,New Storage-South Farm,0026T,0026T,Lexington,Lexington,82,82,KY,KY,40514,40514,,
150 WASHINGTON AVE,150 WASHINGTON AVE,GreenHouse-UK,GreenHouse-UK,0061A,0061A,Lexington,Lexington,0,0,KY,KY,40546,40546,,
150 WASHINGTON AVE,150 WASHINGTON AVE,GreenHouse-UK,GreenHouse-UK,0061B,0061B,Lexington,Lexington,0,0,KY,KY,40546,40546,,
3250 IRON WORKS PIKE,3250 IRON WORKS PIKE,Silo-Spindletop,Silo-Spindletop,3350A,3350A,Lexington,Lexington,84,84,KY,KY,40511,40511,,
465 COMPLEX DR,465 COMPLEX DR,Complex Commons Loading Dock/Tunnel,Complex Commons Loading Dock/Tunnel,N/A,N/A,Lexington,Lexington,0,0,KY,KY,40526,40526,,
744 WOODLAND AVE,465 COMPLEX DR,Smith Hall - Tunnel Access Point,Complex Commons Loading Dock/Tunnel,N/A,N/A,Lexington,Lexington,0,0,KY,KY,40526,40526,,
368 ROSE ST,368 ROSE ST,Alpha Omicron Pi Sorority,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,-0.00004,38.038285,6.5e-005,
109 DANTZLER DR,109 DANTZLER DR,Ceres Sorority,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40503,40508,38.038245,-84.49868,0.014804,38.023441,-0.000384,
1410 AUBUDON DR,1410 AUBUDON DR,Delta Tau Delta Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40503,40508,38.038245,-84.49868,0.011244,38.027001,-0.002075,
1500 COLLEGE WAY,1500 COLLEGE WAY,Hope Lodge (American Cancer Society),Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40502,40508,38.038245,-84.49868,0.015905,38.02234,0.012554,
1504 COLLEGE WAY,1504 COLLEGE WAY,Hope Lodge/American Cancer Society Office Building,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40502,40508,38.038245,-84.49868,0.016216,38.022029,0.013056,
235 EAST MAXWELL ST,235 EAST MAXWELL ST,Kappa Alpha Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,-0.002497,38.040742,-0.001695,
238 EAST MAXWELL ST,238 EAST MAXWELL ST,Kappa Kappa Gamma Sorority,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,-0.001961,38.040206,-0.001727,
1398 SPORTS CENTER DR,1398 SPORTS CENTER DR,K-Men Association,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40502,40508,38.038245,-84.49868,0.013055,38.02519,0.009901,
653 MAXWELTON CT,653 MAXWELTON CT.,Phi Gamma Delta Fraternity,653 MAXWELTON CT.,77,77,Lexington,Lexington,0,KY,KY,40508,40508,38.036251,5e-006,1
403 AYLESFORD PL,403 AYLESFORD PL,Phi Kappa Psi Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,0.001871,38.036374,0.001909,
236 LEXINGTON AVE,236 LEXINGTON AVE,Phi Kappa Tau Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,-0.004179,38.042424,-0.003057,
409 COLUMBIA AVE,409 COLUMBIA AVE,Pi Beta Phi Sorority,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,0.004071,38.034174,0.002182,
364 AYLESFORD PL,364 AYLESFORD PL,Sigma Pi Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,0.001649,38.036596,0.002855,
417 COLUMBIA AVE,417 COLUMBIA AVE,Alpha Phi Sorority,Alpha Phi Sorority,9925,9925,Lexington,Lexington,1,1,KY,KY,40508,40508,38.033867,-84.500351
1300 SPORTS CENTER DR,1300 SPORTS CENTER DR,Ronald McDonald House,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40506,40508,38.038245,-84.49868,0.014887,38.023358,0.011945,
1101 VETERANS DR,1101 VETERANS DR,VA Medical Hospital,VA Medical Hospital,2142,2142,Lexington,Lexington,99,99,KY,KY,40502,40502,38.029732,-84.506738
430 W VINE ST,430 W Vine St,Rupp Arena,Rupp Arena,2147,2147,Lexington,Lexington,99,99,KY,KY,40508,40508,38.049347,-84.502533
2624 RESEARCH PARK DR,2624 RESEARCH PARK DR,Spindletop Administration Building,Spindletop Administration Building,3312,3312,Lexington,Lexington,99,99,KY,KY,40511,40511,,
1 QUALITY ST,1 Quality St,KU Building,KU Building,8002,8002,Lexington,Lexington,99,99,KY,KY,40507,40507,,
3290 BLAZER PKWY,3290 Blazer Pkwy,8634,8634,Lexington,Lexington,99,99,KY,KY,40509,40509,38.00231,-84.438701,,
2208 LIBERTY RD,2208 Liberty Rd,Eastside Technical Center,Eastside Technical Center,9102,9102,Lexington,Lexington,99,99,KY,KY,40509,40509,,
353 WALLER AVE,353 WALLER AVE,Lexington Manor Nursing Home,Lexington Manor Nursing Home,9443,9443,Lexington,Lexington,99,99,KY,KY,40503,40503,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Kentucky Energy Center,Kentucky Energy Center,9445,9445,Lexington,Lexington,99,99,KY,KY,40511,40511,,
1135 RED MILE PL,1135 RED MILE PL,Polk Dalton Family Care Clinic,Polk Dalton Family Care Clinic,9486,9486,Lexington,Lexington,98,98,KY,KY,40504,40504,,
1500 BULL LEA RD Suite 100,1500 BULL LEA RD Suite 100,Coldstream Center,Coldstream Center,9487,9487,Lexington,Lexington,98,98,KY,KY,40511,40511,,
342 WALLER AVE,342 WALLER AVE,9489,9489,Lexington,Lexington,98,98,KY,KY,40504,40504,38.029187,-84.517715,,
1145 RED MILE RD,1145 RED MILE RD,AGR Ext Fayette County,AGR Ext Fayette County,9645,9645,Lexington,Lexington,99,99,KY,KY,40504,40504,,
135 EAST MAXWELL ST,135 EAST MAXWELL ST,Professional Arts Center (Samaritan),Professional Arts Center (Samaritan),9733,9733,Lexington,Lexington,98,98,KY,KY,40508,40508,,
120 QUINTON CT,120 Quinton Ct,Literacy Center (College of Ed),Literacy Center (College of Ed),9804,9804,Lexington,Lexington,98,98,KY,KY,40509,40509,,
1517 NICHOLASVILLE RD,1517 NICHOLASVILLE RD,'Doctor''s Office Park','Doctor''s Office Park',9810,9810,Lexington,Lexington,98,98,KY,KY,40503,40503,,
1080 EXPORT ST,1080 Export St,UK Federal Credit Union,UK Federal Credit Union,9812,9812,Lexington,Lexington,98,98,KY,KY,40504,40504,,
290 ALUMNI DR,290 ALUMNI DR,"Child Development Center of the Bluegrass, Inc.","Child Development Center of the Bluegrass, Inc.",9813,9813,Lexington,Lexington,1,1,KY,KY,40503,40503,38.021108,-84.508034
695 WINNIE ST,695 Winnie St,Royal Lexington (Lease),Royal Lexington (Lease),9816,9816,Lexington,Lexington,98,98,KY,KY,40508,40508,38.036865,-84.511568
245 FOUNTAIN CT,245 Fountain Court,9822,9822,Lexington,Lexington,98,98,KY,KY,40509,40509,38.005087,-84.438562,,
1648 MCGRATHIANA ST,1648 McGrathiana STE #50,Coldstream CIE,Coldstream CIE,9825,9825,Lexington,Lexington,KY,KY,40511,40511,38.097134,-84.490842,,
845 RED MILE RD,845 RED MILE RD,845 RED MILE RD (University Trails),845 RED MILE RD (University Trails),9831,9831,Lexington,Lexington,KY,KY,40504,40504,38.043891,-84.525186,,
1401 NICHOLASVILLE RD,1401 NICHOLASVILLE RD,Residental Medical Research,Residental Medical Research,9838,9838,Lexington,Lexington,98,98,KY,KY,40503,40503,,
2195 HARRODSBURG RD,2195 Harrodsburg Rd,Turfland Clinic,Turfland Clinic,9839,9839,Lexington,Lexington,98,98,KY,KY,38.025696,-84.54065,,
2400 GREATSTONE PT,2400 Greatstone Pt,KY Clinic South,KY Clinic South,9844,9844,Lexington,Lexington,98,98,KY,KY,40504,40504,,
1525 BULL LEA RD,1525 BULL LEA RD,Interdisciplinary Human Develpoment Institute,Interdisciplinary Human Develpoment Institute,9845,9845,Lexington,Lexington,98,98,KY,KY,40511,40511,,
217 Elm Tree Ln,Ky Clinic North Trailer,Ky Clinic North Trailer,9850,9850,Lexington,Lexington,98,98,KY,KY,40505,40505,38.046029,,
333 WALLER AVE,333 WALLER AVE,Offices (Dental Public Health),Offices (Dental Public Health),9855,9855,Lexington,Lexington,98,98,KY,KY,40503,40503,,
330 E MAIN ST,330 E Main St,Commerce Lexington,Commerce Lexington,9857,9857,Lexington,Lexington,98,98,KY,KY,40507,40507,,
845 ANGLIANA AVE,845 Angliana Ave,845 Angliana Ave,845 Angliana Ave,9861,9861,Lexington,Lexington,98,98,KY,KY,40508,40508,,
2317 ALUMNI PARK PL,2317 Alumni Park Plaza,9862,9862,Lexington,Lexington,98,98,KY,KY,37.993761,-84.465052,1,,,
5751 BRIAR HILL RD,5751 Briar Hill Rd,Bluegrass Station,Bluegrass Station,9880,9880,Lexington,Lexington,98,98,KY,KY,38.073407,-84.31655,,
1080 S BROADWAY STE 106,1080 S BROADWAY STE 106,OCSS at Simpson Center,OCSS at Simpson Center,9892,9892,Lexington,Lexington,KY,KY,40504,40504,38.036628,-84.517291,,
465 E HIGH ST,465 E High St,465 E. High St. Lexington,465 E. High St. Lexington,9894,9894,Lexington,Lexington,98,98,KY,KY,38.037984,-84.492819,,
2347 STERLINGTON RD,2347 Sterlington Rd,9897,9897,Lexington,Lexington,98,98,KY,KY,37.993064,-84.463859,1,,,
736 W MAIN ST,736 W Main St,Salvation Army,Salvation Army,9910,9910,Lexington,Lexington,99,99,KY,KY,40508,40508,,
264 RICHARDSON PL,264 Richardson Place,Edythe Hayes Middle School,Edythe Hayes Middle School,9911,9911,Lexington,Lexington,99,99,KY,KY,40509,40509,,
601 PERIMETER DR,601 Perimeter Drive,UK Healthcare Sports Medicine,UK Healthcare Sports Medicine,9913,9913,Lexington,Lexington,98,98,KY,KY,40517,40517,,
1350 BULL LEA RD,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802
343 WALLER AVE,343 WALLER AVE,9922,9922,Lexington,Lexington,98,98,KY,KY,40503,40503,38.030276,-84.516901,,
1342 BULL LEA RD.,1342 BULL LEA RD.,Eastern State Hospital Central Plant,Eastern State Hospital Central Plant,9923,9923,Lexington,Lexington,99,99,KY,KY,40511,40511,38.087783,-84.494381
4850 LEESTOWN RD,4850 Leestown Rd,UK Golf Practice Facility,UK Golf Practice Facility,9926,9926,Lexington,Lexington,99,99,KY,KY,40511,40511,,
1358 BULL LEA RD,1358 BULL LEA RD,Eastern State Hospital Central KY Recovery Center #1,Eastern State Hospital Central KY Recovery Center #1,9936,9936,Lexington,Lexington,99,99,KY,KY,40511,40511,38.087783,-84.494381
1366 BULL LEA RD.,1366 BULL LEA RD.,Eastern State Hospital Central KY Recovery Center #2,Eastern State Hospital Central KY Recovery Center #2,9937,9937,Lexington,Lexington,99,99,KY,KY,40511,40511,38.087783,-84.494381
1374 BULL LEA RD.,1374 BULL LEA RD.,Eastern State Hospital Central KY Recovery Center #3,Eastern State Hospital Central KY Recovery Center #3,9938,9938,Lexington,Lexington,99,99,KY,KY,40511,40511,38.087783,-84.494381
1382 BULL LEA RD.,1382 BULL LEA RD.,Eastern State Hospital Central KY Recovery Center #4,Eastern State Hospital Central KY Recovery Center #4,9939,9939,Lexington,Lexington,99,99,KY,KY,40511,40511,38.087783,-84.494381
3470 BLAZER PKWY,3470 Blazer Parkway,9941,9941,Lexington,Lexington,98,98,KY,KY,40509,40509,37.99958,-84.435997,,
2355 HUGUENARD DR,2355 Huguenard Dr,9947,9947,Lexington,Lexington,98,98,KY,KY,40503,40503,38.006062,-84.523343,,
2050 VERSAILLES RD,2050 Versailles Rd,Cardinal Hill Hospital,Cardinal Hill Hospital,9949,9949,Lexington,Lexington,98,98,KY,KY,40504,40504,,
100 FAIR OAKS LN,100 Fair Oaks Ln,9950,9950,Lexington,Lexington,99,99,KY,KY,38.046642,-84.546994,1,,,
2365 HARODSBURG RD,2365 Harrodsburg Rd,9953,9953,Lexington,Lexington,98,98,KY,KY,40504,40504,38.021067,-84.54591,,
2659 REGENCY RD,2659 Regency Rd,"Old Sullivan College,LCC-S","Old Sullivan College,LCC-S",9961,9961,Lexington,Lexington,98,98,KY,KY,40503,40503,,
176 PASADENA DR,176 Pasadena Dr,9982,9982,Lexington,Lexington,99,99,KY,KY,40506,40506,38.003941,-84.522428,,
138 LEADER AVE,138 LEADER AVE,College of Medicine Building,College of Medicine Building,9983,9983,Lexington,Lexington,1,1,KY,KY,40508,40508,38.033326,-84.510511
2333 ALUMNI PARK PL,2333 Alumni Park Plaza,KMSF,KMSF,9984,9984,Lexington,Lexington,98,98,KY,KY,40517,40517,,
"2750 PALUMBO DR, Unit# 948","2750 Palumbo Dr, Unit# 948",Stor All Man O� War,Stor All Man O� War,9987,9987,Lexington,Lexington,98,98,KY,KY,40509,40509,,
1760 NICHOLASVILLE RD,1760 NICHOLASVILLE RD,"Central Baptist, Building C","Central Baptist, Building C",9992,9992,Lexington,Lexington,99,99,KY,KY,40503,40503,,
771 W MAIN ST,771 W Main St,Rock of Ages,Rock of Ages,9997,9997,Lexington,Lexington,98,98,KY,KY,38.054906,-84.505819,,
4810 ALBEN BARKLEY DR,4810 Alben Barkley Dr,Crisp Bldg/Challenger Learning Center,Crisp Bldg/Challenger Learning Center,2301,2301,Paducah,Paducah,23,23,KY,KY,42002,42002,,
3000 IRVIN COBB DR,3000 Irvin Cobb Dr.,Crisp Building (former Pepsi Bottling Co.),Crisp Building (former Pepsi Bottling Co.),2310,2310,Paducah,Paducah,23,23,KY,KY,42001,42001,,
750 MORTON BLVD,750 Morton Blvd,Bailey-Stumbo Building (UK Center for Rural Health),Bailey-Stumbo Building (UK Center for Rural Health),2401,2401,Hazard,Hazard,24,24,KY,KY,41701,41701,,
1401 CORPORATE PK,1401 Corporate Park,KY Geological Survey (field Henderson),KY Geological Survey (field Henderson),2500,2500,Henderson,Henderson,25,25,KY,KY,42420,42420,,
1401 CORPORATE CT,1401 Corporate Ct,Henderson Garage,Henderson Garage,2501,2501,Henderson,Henderson,25,25,KY,KY,42420,42420,,
