Category,Case Number,Crime Date and Time,Report Date,Country,State,City,Location,Incident Description,Residential Occurance,Disposition
Theft,20150822,04/06/2015 - 8:00am,4/7/2015,United States,Kentucky,Lexington,770 WOODLAND AVE,THEFT BY DECEPTION - INCLUDE COLD CHECKS U$500/M,No,Open
Theft,2015052748,04/05/2015 - 12:00am,4/6/2015,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,"CRIMINAL MISCHIEF 3RD DEGREE/M, TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,2015052721,04/04/2015 - 9:00pm,4/6/2015,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,"CRIMINAL MISCHIEF 3RD DEGREE/M, TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M",No,Closed - Lexington Police Report
Theft,20150818,03/23/2015 - 8:00pm,4/6/2015,United States,Kentucky,Lexington,344 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20150804,04/05/2015 - 5:30pm,4/5/2015,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20150792,04/03/2015 - 5:30pm,4/4/2015,United States,Kentucky,Lexington,610 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20150769,03/27/2015 - 5:00pm,3/31/2015,United States,Kentucky,Lexington,160 FUNKHOUSER DR,TBUT OR DISP BUILDING U/$500/M,No,Closed
Theft,CSA20150279,03/22/2015 - 12:00am,3/26/2015,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Closed - CSA
Theft,201502739,03/08/2015 - 5:00pm,3/26/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20150731,03/12/2015 - 8:00am,3/25/2015,United States,Kentucky,Lexington,752 WOODLAND AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20150729,03/24/2015 - 6:30pm,3/24/2015,United States,Kentucky,Lexington,500 ALUMNI DR,"CRIMINAL MISCHIEF 3RD/M, TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M",No,Open
Theft,20150709,03/20/2015 - 12:30pm,3/22/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150716,03/22/2015 - 12:45pm,3/22/2015,United States,Kentucky,Lexington,168 FUNKHOUSER DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,CSA20150262,03/22/2015 - 3:40pm,3/22/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Closed - CSA
Theft,20150705,03/21/2015 - 3:54am,3/21/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150706,03/20/2015 - 9:00am,3/21/2015,United States,Kentucky,Lexington,138 LEADER AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed
Theft,20150694,02/23/2015 - 8:00am,3/19/2015,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,CSA20150252,03/19/2015 - 12:00am,3/19/2015,United States,Kentucky,Lexington,251 SCOTT ST,TBUT OR DISP FROM BUILDING,No,Closed - CSA
Theft,20150661,03/13/2015 - 12:00am,3/17/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed
Theft,20150678,03/15/2015 - 6:45pm,3/17/2015,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20150679,03/16/2015 - 6:00pm,3/17/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150682,03/17/2015 - 12:05am,3/17/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150673,03/15/2015 - 6:30am,3/15/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150674,03/15/2015 - 1:00pm,3/15/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U$500/M,No,Closed
Theft,20150659,03/14/2015 - 4:00am,3/14/2015,United States,Kentucky,Lexington,750 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150630,03/01/2014 - 8:00am,3/11/2015,United States,Kentucky,Lexington,508 ADMINISTRATION DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150631,03/10/2015 - 3:30pm,3/11/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150633,03/11/2015 - 8:55am,3/11/2015,United States,Kentucky,Lexington,741 SOUTH LIMESTONE ST,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,2015036091,03/07/2015 - 1:00am,3/9/2015,United States,Kentucky,Lexington,635 MAXWELTON CT,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed - Lexington Police Report
Theft,20150616,03/09/2015 - 10:00am,3/9/2015,United States,Kentucky,Lexington,140 PATTERSON DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20150614,03/08/2015 - 4:30pm,3/9/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,CSA20150224,03/09/2015 - 12:00am,3/9/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Closed - CSA
Theft,20150607,03/08/2015 - 3:45pm,3/8/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150611,03/07/2015 - 4:00pm,3/8/2015,United States,Kentucky,Lexington,695 WINNIE ST,"RECEIVING STOLEN PROPERTY U/$500/M, THEFT OF IDENTITY OF ANOTHER W/O CONSENT/F, THEFT-RECEIPT OF STOLEN CREDIT/DEBIT CARD (1 CARD)/M",Yes,Open
Theft,20150582,03/02/2015 - 2:00pm,3/6/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150560,03/03/2015 - 6:45am,3/4/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150564,03/04/2015 - 3:12pm,3/4/2015,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Open
Theft,20150567,03/04/2015 - 6:30pm,3/4/2015,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,CSA20150434,03/10/2015 - 12:00am,3/4/2015,United States,Kentucky,Lexington,"4 OSSIAN RD, OBSERVATORT, CAPE TOWN, SOUTH AFRICA",TBUT OR DISP FROM BUILDING,Yes,Closed
Theft,20150550,03/02/2015 - 8:00pm,3/3/2015,United States,Kentucky,Lexington,140 PATTERSON DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150551,03/01/2015 - 4:30pm,3/3/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150555,03/03/2015 - 12:00pm,3/3/2015,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150545,03/02/2015 - 5:30pm,3/2/2015,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20150524,02/28/2015 - 10:06am,2/28/2015,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,"TBUT OR DISP ALL OTHERS U/$500/M, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Closed
Theft,20150508,02/26/2015 - 7:30pm,2/27/2015,United States,Kentucky,Lexington,330 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Unfounded
Theft,20150493,02/23/2015 - 12:00pm,2/26/2015,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20150496,02/23/2015 - 2:00pm,2/26/2015,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP SHOPLIFTING U/$500/M,No,Open
Theft,20150497,02/26/2015 - 8:30am,2/26/2015,United States,Kentucky,Lexington,500 ALUMNI DR,"CRIMINAL MISCHIEF 3RD/M, TBUT CONTENTS FROM AUTO $500 OR MORE BUT U/$10,000/F",No,Open
Theft,2015029737,02/24/2015 - 7:00am,2/25/2015,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed - Lexington Police Report
Theft,20150471,02/23/2015 - 12:30am,2/23/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F x2",No,Open
Theft,20150474,02/21/2015 - 11:59pm,2/23/2015,United States,Kentucky,Lexington,447 PENNSYLVANIA AVE,"TBUT OR DISP ALL OTHERS $500 ORE MORE BUT U/$10,000/F",No,Closed
Theft,CSA20150161,02/10/2015 - 12:00am,2/18/2015,United States,Kentucky,Lexington,633 MAXWELTON CT,TBUT OR DISP CONTENTS FROM AUTO,No,Closed - CSA
Theft,201505276,02/18/2015 - 8:00am,2/18/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT DISP FROM BUILDING U/$500/M,No,Closed - N/A
Theft,20150425,02/15/2015 - 4:40pm,2/15/2015,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20150419,02/14/2015 - 5:00pm,2/14/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed - Cleared By Exception
Theft,20150417,02/13/2015 - 12:00pm,2/13/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,FRAD USE CRED CARD U/$500 W/6 MONTH PERIOD/M,No,Open
Theft,20150379,02/05/2015 - 4:00pm,2/12/2015,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20150389,02/12/2015 - 12:30pm,2/12/2015,United States,Kentucky,Lexington,150 PATTERSON DR,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20150388,01/28/2015 - 12:00am,2/12/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF IDENTITY OR ANOTHER W/O CONSENT/F; THEFT OF SERVICES/M,No,Open
Theft,20150374,02/10/2015 - 7:30am,2/11/2015,United States,Kentucky,Lexington,531 PATTERSON DR,THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$500/M,No,Closed
Theft,20150376,02/11/2015 - 1:00pm,2/11/2015,United States,Kentucky,Lexington,465 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20150377,02/10/2015 - 5:00pm,2/11/2015,United States,Kentucky,Lexington,HOSPITAL DR & ROSE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20150378,02/09/2015 - 9:00pm,2/11/2015,United States,Kentucky,Lexington,770 WOODLAND AVE,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20150366,02/06/2015 - 11:00am,2/10/2015,United States,Kentucky,Lexington,140 PATTERSON DR,THEFT BY DECEPTION - INCLUDE COLD CHECKS U/$500/M,No,Open
Theft,2015019765,01/30/2015 - 8:00pm,2/9/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report
Theft,20150359,02/08/2015 - 9:00pm,2/9/2015,United States,Kentucky,Lexington,1435 NICHOLASVILLE RD,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20150350,02/08/2015 - 1:00am,2/8/2015,United States,Kentucky,Lexington,769 WOODLAND AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20150352,02/06/2015 - 7:30pm,2/8/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150319,02/02/2015 - 11:00am,2/5/2015,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP SHOPLIFTING U/$500/M,No,Open
Theft,20150300,02/03/2015 - 11:58am,2/4/2015,United States,Kentucky,Lexington,758 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open
Theft,20150307,02/03/2015 - 8:00am,2/4/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"HARASSMENT (NO PHYSICAL CONTACT), THEFT OF SERVICES/F",No,Open
Theft,20150309,02/02/2015 - 2:00pm,2/4/2015,United States,Kentucky,Lexington,450 COOPER DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,2015015799,01/30/2015 - 8:50pm,2/3/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report
Theft,20150289,09/01/2014 - 8:00am,2/3/2015,United States,Kentucky,Lexington,120 PATTERSON DR,"THEFT BY DECEPTION - INCLUDE COLD CHECKS U/$10,000/F",No,Open
Theft,20150292,02/02/2015 - 6:30pm,2/3/2015,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150297,02/03/2015 - 9:00pm,2/3/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150277,01/29/2015 - 10:45am,2/2/2015,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150272,02/01/2015 - 12:00pm,2/1/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150228,01/26/2015 - 2:00pm,1/28/2015,United States,Kentucky,Lexington,HAGERMAN CT,TBUT OR DISP ALL OTHERS U/$500/M,Yes,Open
Theft,CSA20150087,01/28/2015 - 6:23pm,1/28/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT FROM BUILDING,No,Closed - CSA
Theft,20150244,01/28/2015 - 7:00pm,1/28/2015,United States,Kentucky,Lexington,720 WOODLAND AVE,TBUT OR DISP BICYCLES U/$500/M; CRIMINAL MISCHIEF 3RD DEGREE/M,No,Closed
Theft,20150225,01/26/2015 - 4:30pm,1/27/2015,United States,Kentucky,Lexington,125 EAST MAXWELL ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150215,01/01/2015 - 8:00am,1/26/2015,United States,Kentucky,Lexington,430 STADIUM VIEW,"THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE $10,000 OR MORE/F",No,Open
Theft,20150217,12/15/2014 - 9:00am,1/26/2015,United States,Kentucky,Lexington,145 GRAHAM AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20150218,01/23/2015 - 7:00pm,1/26/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150204,01/11/2015 - 5:00pm,1/25/2015,United States,Kentucky,Lexington,1608 UNIVERSITY CT,TBUT OR DISP BICYCLE U/$500/M,No,Closed
Theft,20150208,01/25/2015 - 12:00pm,1/25/2015,United States,Kentucky,Lexington,1608 UNIVERSITY CT,THEFT OF MAIL MATTER/F,No,Open
Theft,20150172,01/17/2015 - 8:00am,1/21/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150131,01/17/2015 - 1:00pm,1/20/2015,United States,Kentucky,Lexington,300 ALUMNI DR,"TBUT OR DISP BICYCLES U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20150163,01/17/2015 - 7:00pm,1/19/2015,United States,Kentucky,Lexington,468 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Open
Theft,20150141,01/17/2015 - 1:15am,1/17/2015,United States,Kentucky,Lexington,UNIVERSITY DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20150142,01/15/2015 - 8:30am,1/17/2015,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20150128,01/15/2015 - 11:00am,1/16/2015,United States,Kentucky,Lexington,410 ROSE LN,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20150129,01/01/2008 - 8:00am,1/16/2015,United States,Kentucky,Lexington,351 SCOTT ST,"THEFT BY DECEPTION - INCLUDE COLD CHECKS U/$10,000/F",No,Open
Theft,20150119,01/13/2015 - 7:30am,1/15/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT CONTENTS FROM VEHICLE U/$500/M,No,Closed
Theft,20150121,12/18/2014 - 8:00am,1/15/2015,United States,Kentucky,Lexington,340 HILLTOP AVE,"TBUT OR DISP BICYCLES $500 ORE MORE BUT U/$10,000/F",No,Open
Theft,20150123,01/14/2015 - 7:30am,1/15/2015,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20150109,01/11/2015 - 11:59pm,1/14/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150111,01/13/2015 - 6:30pm,1/14/2015,United States,Kentucky,Lexington,705 SPORTS CENTER DR,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open
Theft,20150112,01/13/2015 - 8:00pm,1/14/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20150113,01/14/2015 - 6:30pm,1/14/2015,United States,Kentucky,Lexington,102 AVENUE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE OF CRED CARD AFTER REPORT LOST/STOLEN U/$500 W/6 MONTHS/M",No,Open
Theft,CSA20150086,12/18/2014 - 12:00pm,1/14/2015,United States,Kentucky,Lexington,447 PENNSYLVANIA AVE,TBUT FROM BUILDING,Yes,Closed - CSA
Theft,20150106,01/13/2015 - 10:00pm,1/13/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Closed
Theft,2015004658,12/28/2014 - 2:00am,1/12/2015,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP ALL OTHERS $10,000 OR MORE BUT U/$1,000,000/F",No,Closed - Lexington Police Report
Theft,20150095,12/28/2014 - 8:00pm,1/12/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150096,01/06/2015 - 10:00am,1/12/2015,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150097,12/13/2014 - 5:00pm,1/12/2015,United States,Kentucky,Lexington,344 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20150099,01/12/2015 - 5:00pm,1/12/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20150084,01/10/2015 - 3:00pm,1/11/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20150065,01/05/2015 - 1:25pm,1/9/2015,United States,Kentucky,Lexington,179 FUNKHOUSER DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,2014216197,12/29/2014 - 11:00pm,1/8/2015,United States,Kentucky,Lexington,364 AYLESFORD PL,TBUT OR DISP CONTENTS FORM VEHICLE UNDER $500/M,No,Closed - Lexington Police Report
Theft,20150056,01/07/2015 - 11:00am,1/7/2015,United States,Kentucky,Lexington,675 ROSE ST,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20150052,01/06/2015 - 4:25pm,1/6/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20150047,12/22/2014 - 11:00am,1/5/2015,United States,Kentucky,Lexington,251 SCOTT ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20150018,12/01/2014 - 12:00pm,1/3/2015,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F x6",No,Open
Theft,20161201,06/01/2016 - 10:00pm,6/2/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE,"TBUT OF DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20161202,05/26/2016 - 11:00am,6/2/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed
Theft,20161204,06/02/2016 - 2:45pm,6/2/2016,United States,Kentucky,Lexington,110 TRANSCRIPT AVENUE,CRIMINAL MISCHIEF 2ND DEGREE,No,Closed
Theft,20161187,05/31/2016 - 1:20pm,6/1/2016,United States,Kentucky,Lexington,138 Leader Avenue,TBUT OR DISP FROM BUILDING U/$500,No,Unfounded
Theft,20161191,06/01/2016 - 10:00am,6/1/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20161176,05/31/2016 - 2:13am,5/31/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20161181,05/30/2016 - 11:00am,5/31/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20161160,05/27/2016 - 4:00pm,5/27/2016,United States,Kentucky,Lexington,1095 VETERANS DRIVE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Theft,20161150,05/24/2016 - 7:15am,5/26/2016,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20161151,05/24/2016 - 12:00pm,5/26/2016,United States,Kentucky,Lexington,680 ROSE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20161152,05/26/2016 - 1:00pm,5/26/2016,United States,Kentucky,Lexington,145 GRAHAM AVENUE,TBUT OR DISP BICYCLES U/$500,No,Open
Theft,20161147,05/25/2016 - 7:37pm,5/25/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUIDLING U/$500,No,Closed
Theft,2016086107,05/25/2016 - 11:15am,5/25/2016,United States,Kentucky,Lexington,1101 VETERANS DRIVE,THEFT OF MOTOR VEHICLE REGISTRATION PLATE,No,Open
Theft,20161124,05/23/2016 - 9:45am,5/23/2016,United States,Kentucky,Lexington,JERSEY STREET/PINE STREET PARKING LOT,TBUT OR DISP ALL OTHERS U/$500,No,Citation issued
Theft,20161129,05/20/2016 - 4:15pm,5/23/2016,United States,Kentucky,Lexington,597 SOUTH UPPER STREET,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000",No,Open
Theft,20161130,05/16/2016 - 4:00pm,5/23/2016,United States,Kentucky,Lexington,830 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20161111,05/19/2016 - 7:30am,5/21/2016,United States,Kentucky,Lexington,751 ROSE STREET,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000; TBUT OR DISP ALL OTHERS U/$500",No,Open
Theft,20161107,05/20/2016 - 7:30am,5/20/2016,United States,Kentucky,Lexington,360 HUGUELET DRIVE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000; TBUT OR DISP ALL OTHERS U/$500",No,Open
Theft,20161102,05/19/2016 - 6:00am,5/19/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,"CRIMINAL MISCHIEF 2ND DEGREE; TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000",No,Open
Theft,20161094,05/17/2016 - 4:15pm,5/18/2016,United States,Kentucky,Lexington,597 SOUTH UPPER STREET,"TBUT OR DISP CONTENTS FROM VEHICLE $500 ORE MORE BUT U/$10,000; CRIMINAL MISCHIEF 2ND DEGREE",No,Closed
Theft,20161071,05/13/2016 - 6:30pm,5/14/2016,United States,Kentucky,Lexington,800 ROSE STREET,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,No,Open
Theft,20161075,05/14/2016 - 4:35pm,5/14/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP SHOPLIFTING U/$500,No,Closed
Theft,20161076,05/12/2016 - 3:18pm,5/14/2016,United States,Kentucky,Lexington,401 HILLTOP AVENUE,TBUT OR DISP BICYCLES U/$500; CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Theft,20161069,05/13/2016 - 9:00pm,5/13/2016,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,200161065,05/13/2016 - 11:30am,5/13/2016,United States,Kentucky,Lexington,800 ROSE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20161056,05/12/2016 - 12:45pm,5/12/2016,United States,Kentucky,Lexington,330 SOUTH LIMESTONE STREET,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000",No,Closed
Theft,20161049,04/27/2016 - 12:00pm,5/11/2016,United States,Kentucky,Lexington,1210 UNIVERSITY DRIVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed
Theft,20161050,04/16/2016 - 3:20am,5/11/2016,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed
Theft,20161045,05/08/2016 - 12:00pm,5/9/2016,United States,Kentucky,Lexington,650 WOODLAND AVENUE,TBUT OR DISP BICYCLES U/$500,No,Closed
